validation_set_corpus_pct,topics_range,alpha,eta,minimum_probability,bigram_min_count,coherence
0.75,10,asymmetric,symmetric,0.01,7,0.2371688345099323
0.75,10,asymmetric,symmetric,0.1,7,0.23803409219621532
0.75,10,asymmetric,auto,0.001,7,0.23893415883950456
0.75,10,asymmetric,auto,0.01,7,0.23816662279952788
0.75,10,asymmetric,auto,0.1,7,0.2357726566774286
0.75,10,asymmetric,,0.001,7,0.23729840638080138
0.75,10,asymmetric,,0.01,7,0.23779345873804178
0.75,10,asymmetric,,0.1,7,0.2368449093074044
0.75,12,symmetric,symmetric,0.001,7,0.23607778597407744
0.75,12,symmetric,symmetric,0.01,7,0.2362071947402872
0.75,12,symmetric,symmetric,0.1,7,0.23678121913271452
0.75,12,symmetric,auto,0.001,7,0.2359443533611906
0.75,12,symmetric,auto,0.01,7,0.23598053645567496
0.75,12,symmetric,auto,0.1,7,0.23639855296540815
0.75,12,symmetric,,0.001,7,0.23507643659688934
0.75,12,symmetric,,0.01,7,0.2364804782865554
0.75,12,symmetric,,0.1,7,0.23526617636912409
0.75,12,asymmetric,symmetric,0.001,7,0.24938604051879784
0.75,12,asymmetric,symmetric,0.01,7,0.24327215819595363
0.75,12,asymmetric,symmetric,0.1,7,0.24552699914088605
0.75,12,asymmetric,auto,0.001,7,0.23699888857632
0.75,12,asymmetric,auto,0.01,7,0.23624401175287799
0.75,12,asymmetric,auto,0.1,7,0.2447384142671387
0.75,12,asymmetric,,0.001,7,0.23603045569843864
0.75,12,asymmetric,,0.01,7,0.24404553574401888
0.75,12,asymmetric,,0.1,7,0.23696799089091328
0.75,14,symmetric,symmetric,0.001,7,0.24313703736581221
0.75,14,symmetric,symmetric,0.01,7,0.25557995888773455
0.75,14,symmetric,symmetric,0.1,7,0.2500629611252857
0.75,14,symmetric,auto,0.001,7,0.24893949101862933
0.75,14,symmetric,auto,0.01,7,0.24943617530336798
0.75,14,symmetric,auto,0.1,7,0.23997721774881825
0.75,14,symmetric,,0.001,7,0.24165629764387006
0.75,14,symmetric,,0.01,7,0.25898826190620666
0.75,14,symmetric,,0.1,7,0.25321771636408325
0.75,14,asymmetric,symmetric,0.001,7,0.261468525029107
0.75,14,asymmetric,symmetric,0.01,7,0.259241151248869
0.75,14,asymmetric,symmetric,0.1,7,0.2673677548374912
0.75,14,asymmetric,auto,0.001,7,0.25349849704108757
0.75,14,asymmetric,auto,0.01,7,0.2520636883420152
0.75,14,asymmetric,auto,0.1,7,0.26275659142173696
0.75,14,asymmetric,,0.001,7,0.2512409083791549
0.75,14,asymmetric,,0.01,7,0.2644850436515706
0.75,14,asymmetric,,0.1,7,0.2516260967031886
1.0,8,symmetric,symmetric,0.001,7,0.23992691635839966
1.0,8,symmetric,symmetric,0.01,7,0.241466286798594
1.0,8,symmetric,symmetric,0.1,7,0.24016549460388115
1.0,8,symmetric,auto,0.001,7,0.23979584694151745
1.0,8,symmetric,auto,0.01,7,0.2404705109026372
1.0,8,symmetric,auto,0.1,7,0.24118853229866433
1.0,8,symmetric,,0.001,7,0.24131506777374861
1.0,8,symmetric,,0.01,7,0.24002286166267645
1.0,8,symmetric,,0.1,7,0.24153926758363944
1.0,8,asymmetric,symmetric,0.001,7,0.24175707300592633
1.0,8,asymmetric,symmetric,0.01,7,0.24280630097600933
1.0,8,asymmetric,symmetric,0.1,7,0.24028892125219764
1.0,8,asymmetric,auto,0.001,7,0.24262591292656668
1.0,8,asymmetric,auto,0.01,7,0.2402560110983733
1.0,8,asymmetric,auto,0.1,7,0.24089307163837892
1.0,8,asymmetric,,0.001,7,0.2412874832432046
1.0,8,asymmetric,,0.01,7,0.24129448797237338
1.0,8,asymmetric,,0.1,7,0.24259237438449188
1.0,10,symmetric,symmetric,0.001,7,0.23615048636440455
1.0,10,symmetric,symmetric,0.01,7,0.23820980488939986
1.0,10,symmetric,symmetric,0.1,7,0.2351293603767722
1.0,10,symmetric,auto,0.001,7,0.23723453104389983
1.0,10,symmetric,auto,0.01,7,0.23837181744318564
1.0,10,symmetric,auto,0.1,7,0.2383060687758732
1.0,10,symmetric,,0.001,7,0.23662595103705555
1.0,10,symmetric,,0.01,7,0.23789024986278653
1.0,10,symmetric,,0.1,7,0.23820980488939986
1.0,10,asymmetric,symmetric,0.001,7,0.2372831139243688
1.0,10,asymmetric,symmetric,0.01,7,0.23679199597258052
1.0,10,asymmetric,symmetric,0.1,7,0.2382126222326822
1.0,10,asymmetric,auto,0.001,7,0.23749306393399355
1.0,10,asymmetric,auto,0.01,7,0.23570599711335422
1.0,10,asymmetric,auto,0.1,7,0.2362699017117476
1.0,10,asymmetric,,0.001,7,0.23844062713680234
1.0,10,asymmetric,,0.01,7,0.2384169239532512
1.0,10,asymmetric,,0.1,7,0.2361776703667144
1.0,12,symmetric,symmetric,0.001,7,0.23415721838500458
1.0,12,symmetric,symmetric,0.01,7,0.23358608400440606
1.0,12,symmetric,symmetric,0.1,7,0.23579788849554797
1.0,12,symmetric,auto,0.001,7,0.23567029609290346
1.0,12,symmetric,auto,0.01,7,0.23495019519437998
1.0,12,symmetric,auto,0.1,7,0.2346237550033128
1.0,12,symmetric,,0.001,7,0.23491091142383091
1.0,12,symmetric,,0.01,7,0.23502264226656788
1.0,12,symmetric,,0.1,7,0.23526074847250203
1.0,12,asymmetric,symmetric,0.001,7,0.2350469298993477
1.0,12,asymmetric,symmetric,0.01,7,0.23496294393294057
1.0,12,asymmetric,symmetric,0.1,7,0.2354444324119315
1.0,12,asymmetric,auto,0.001,7,0.23369658083041045
1.0,12,asymmetric,auto,0.01,7,0.2347401142619814
1.0,12,asymmetric,auto,0.1,7,0.2356787651311173
1.0,12,asymmetric,,0.001,7,0.23453191363774814
1.0,12,asymmetric,,0.01,7,0.23617767035937456
1.0,12,asymmetric,,0.1,7,0.2349486671676646
1.0,14,symmetric,symmetric,0.001,7,0.23449813957889304
1.0,14,symmetric,symmetric,0.01,7,0.2331244755537809
1.0,14,symmetric,symmetric,0.1,7,0.23397432318231834
1.0,14,symmetric,auto,0.001,7,0.23463808891567367
1.0,14,symmetric,auto,0.01,7,0.2353838626883345
1.0,14,symmetric,auto,0.1,7,0.233304010789703
1.0,14,symmetric,,0.001,7,0.2371758719962068
1.0,14,symmetric,,0.01,7,0.23368671560447912
1.0,14,symmetric,,0.1,7,0.23160000227016014
1.0,14,asymmetric,symmetric,0.001,7,0.23857552133437837
1.0,14,asymmetric,symmetric,0.01,7,0.2359383305481332
1.0,14,asymmetric,symmetric,0.1,7,0.2343577161752479
1.0,14,asymmetric,auto,0.001,7,0.23648548924758148
1.0,14,asymmetric,auto,0.01,7,0.24269603664441822
1.0,14,asymmetric,auto,0.1,7,0.23554725004857605
1.0,14,asymmetric,,0.001,7,0.23620896474484146
1.0,14,asymmetric,,0.01,7,0.23577017134131287
1.0,14,asymmetric,,0.1,7,0.23654058975175093
